RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementScore,FinancialHealthScore,CustomerTenureGroup,AvgBalanceByGeography,ClusterLabel,LogBalance
1080,0.628,France,Male,32,10,0.4273038905955801,1,1,1,0.5616967420388647,0,1.0,0.5390002108781483,Veteran,0.24748150340943567,0,0.3557872734927769
1081,0.832,Germany,Female,38,7,0.5218602501119081,1,0,1,0.010122766724222163,0,0.6666666666666666,0.4546610056120434,Loyal,0.4772061681853294,1,0.41993343532359717
1082,0.22199999999999998,Spain,Female,35,8,0.0,1,1,0,0.6614850218195838,0,0.6666666666666666,0.2944950072731946,Loyal,0.24638747853131726,0,0.0
1083,0.676,Spain,Male,36,0,0.3578038397980631,1,1,0,0.8869452032669118,1,0.6666666666666666,0.6402496810216584,,0.24638747853131726,0,0.30586857083697366
1084,0.656,France,Female,32,5,0.0,2,1,0,0.4514075594219248,0,1.0,0.3691358531406416,Established,0.24748150340943567,0,0.0
1085,0.892,France,Male,24,8,0.0,2,1,0,0.30671824159207206,0,1.0,0.39957274719735736,Loyal,0.24748150340943567,0,0.0
1086,0.906,France,Male,42,5,0.0,1,1,0,0.9823700663413355,1,0.6666666666666666,0.6294566887804453,Established,0.24748150340943567,1,0.0
1087,0.7239999999999999,France,Male,36,2,0.4015554681982633,3,0,0,0.35376773481867513,1,1.0,0.4931077343389794,New,0.24748150340943567,0,0.33758266857642644
1088,0.29599999999999993,France,Female,31,10,0.0,2,1,0,0.06941157880577595,0,1.0,0.1218038596019253,Veteran,0.24748150340943567,0,0.0
1089,0.9999999999999999,Spain,Male,22,2,0.0,2,1,1,0.04836931926999028,0,1.3333333333333333,0.34945643975666335,New,0.24638747853131726,0,0.0
1090,0.5559999999999999,France,Female,51,3,0.49415007503644215,2,1,1,0.2026922071057786,0,1.3333333333333333,0.4176140940474069,Established,0.24748150340943567,2,0.4015575334972994
1091,0.378,Germany,Female,34,4,0.3651778297714423,1,1,1,0.6830244288329536,0,1.0,0.47540075286813205,Established,0.4772061681853294,0,0.31128469837228945
1092,0.7639999999999999,France,Male,36,7,0.5029763678153151,1,1,1,0.6658680904026335,0,1.0,0.6442814860726495,Loyal,0.24748150340943567,0,0.4074473873041206
1093,0.7299999999999999,France,Male,41,4,0.37572187177670424,1,0,1,0.7641206735243214,1,0.6666666666666666,0.6232808484336751,Established,0.24748150340943567,1,0.3189785910112649
1094,0.602,France,Male,40,4,0.0,2,1,1,0.7385917855155166,0,1.3333333333333333,0.44686392850517215,Established,0.24748150340943567,1,0.0
1095,0.926,France,Male,34,0,0.0,2,1,0,0.21580845970790208,0,1.0,0.38060281990263406,,0.24748150340943567,0,0.0
1096,0.684,France,Male,29,4,0.0,1,1,0,0.38375869895575027,1,0.6666666666666666,0.35591956631858346,Established,0.24748150340943567,0,0.0
1097,0.8119999999999999,Germany,Female,39,3,0.4014293213631081,3,1,1,0.36700734920184874,1,1.6666666666666667,0.5268122235216522,Established,0.4772061681853294,1,0.33749265964329905
1098,0.386,France,Male,36,6,0.0,2,1,0,0.883667890283522,0,1.0,0.4232226300945074,Loyal,0.24748150340943567,0,0.0
1099,0.88,France,Female,26,4,0.5642996724287539,2,0,0,0.4915353916299007,0,0.6666666666666666,0.6452783546862181,Established,0.24748150340943567,0,0.4474382301812019
1100,0.2879999999999999,Spain,Male,38,7,0.0,2,1,1,0.030963357000593553,0,1.3333333333333333,0.10632111900019782,Loyal,0.24638747853131726,1,0.0
1101,0.9999999999999999,France,Female,39,2,0.5922190958089798,1,1,1,0.8839828703641197,0,1.0,0.8254006553910331,New,0.24748150340943567,1,0.4651287009486059
1102,0.7060000000000001,Spain,Male,29,9,0.0,2,1,0,0.25336369623299027,0,1.0,0.3197878987443301,Veteran,0.24638747853131726,0,0.0
1103,0.16399999999999992,Spain,Male,38,7,0.0,2,1,0,0.752918403707554,0,1.0,0.305639467902518,Loyal,0.24638747853131726,1,0.0
1104,0.32399999999999995,Germany,Female,32,2,0.49184850311136297,2,1,0,0.40058130551467663,0,1.0,0.40547660287534654,New,0.4772061681853294,0,0.4000159571564923
1105,0.47799999999999987,France,Male,28,7,0.0,2,1,0,0.7582443123318277,0,1.0,0.41208143744394254,Loyal,0.24748150340943567,0,0.0
1106,0.32799999999999996,France,Female,46,3,0.4245223628446116,1,1,0,0.27532999401442837,0,0.6666666666666666,0.3426174522863466,Established,0.24748150340943567,1,0.3538365735652182
1107,0.656,France,Female,38,2,0.0,2,0,0,0.5753419951605379,0,0.6666666666666666,0.41044733172017933,New,0.24748150340943567,1,0.0
1108,0.1399999999999999,Germany,Female,34,1,0.5402587959119179,1,0,0,0.7473691237513183,1,0.3333333333333333,0.4758759732210787,New,0.4772061681853294,0,0.4319504516002902
1109,0.658,Germany,Male,38,7,0.4406385477067602,2,1,0,0.23257771117141685,0,1.0,0.44373875295939236,Loyal,0.4772061681853294,1,0.365086451206735
1110,0.4899999999999999,France,Male,31,4,0.0,2,1,0,0.950012126158048,0,1.0,0.4800040420526826,Established,0.24748150340943567,0,0.0
1111,0.7259999999999999,France,Female,52,0,0.740904564080181,1,1,1,0.23181208805440917,1,1.0,0.5662388840448633,,0.24748150340943567,2,0.5544048425576448
1112,0.9659999999999999,Germany,Male,59,1,0.52154478338197,1,1,1,0.153569365874441,1,1.0,0.5470380497521369,New,0.4772061681853294,2,0.41972612362660244
1113,0.68,France,Female,42,3,0.3689870257681117,2,0,0,0.3540289097608822,0,0.6666666666666666,0.46767197850966463,Established,0.24748150340943567,1,0.31407106910151406
1114,0.7619999999999999,Germany,Female,21,8,0.5273537953198448,1,1,0,0.5333103311366235,1,0.6666666666666666,0.6075547088188228,Loyal,0.4772061681853294,0,0.42353669247108106
1115,0.5159999999999999,France,Female,62,8,0.5778302258100092,1,0,0,0.8792062141934555,1,0.3333333333333333,0.6576788133344883,Loyal,0.24748150340943567,2,0.4560506284290714
1116,0.258,Spain,Male,48,5,0.3470342480486799,1,0,1,0.42821504453675324,0,0.6666666666666666,0.344416430861811,Established,0.24638747853131726,1,0.29790532253090074
1117,0.33799999999999997,France,Male,42,8,0.0,2,1,1,0.5074191585296396,0,1.3333333333333333,0.2818063861765465,Loyal,0.24748150340943567,1,0.0
1118,0.7619999999999999,France,Female,47,1,0.4600042590997804,3,0,0,0.9587070065191226,1,1.0,0.726903755206301,New,0.24748150340943567,1,0.3784393529076205
1119,0.5339999999999999,Spain,Male,61,7,0.3629777731667866,1,1,1,0.5091895776046612,0,1.0,0.46872245025714926,Loyal,0.24638747853131726,2,0.3096718452936728
1120,0.8119999999999999,Spain,Male,29,2,0.46796765172664334,2,1,0,0.024388979147508583,0,1.0,0.4347855436247173,New,0.24638747853131726,0,0.38387889434098266
1121,0.9959999999999999,Germany,Male,31,4,0.3587849154212374,2,1,0,0.9656992242759184,0,1.0,0.7734947132323852,Established,0.4772061681853294,0,0.3065908558452889
1122,0.918,France,Female,24,4,0.0,2,1,0,0.967628308503462,0,1.0,0.628542769501154,Established,0.24748150340943567,0,0.0
1123,0.6960000000000001,Germany,Male,56,1,0.4480496842363368,2,0,0,0.4698970751706788,1,0.6666666666666666,0.5379822531356719,New,0.4772061681853294,2,0.37021760569278267
1124,0.858,Germany,Male,33,1,0.6315582553856828,1,1,1,0.9850407713936681,1,1.0,0.8248663422597836,New,0.4772061681853294,0,0.48953554305531755
1125,0.5119999999999999,Spain,Male,35,7,0.0,1,1,0,0.5341784140385406,1,0.6666666666666666,0.34872613801284685,Loyal,0.24638747853131726,0,0.0
1126,0.5239999999999999,Germany,Female,58,1,0.5964235518891357,1,1,1,0.5758034892332218,0,1.0,0.5654090137074524,New,0.4772061681853294,2,0.46776584720885706
1127,0.626,Spain,Female,33,8,0.48835836095842744,1,1,0,0.9813373177138416,0,0.6666666666666666,0.6985652262240897,Loyal,0.24638747853131726,0,0.39767374139249095
1128,0.398,Germany,Female,45,3,0.5728780557875113,2,1,1,0.482010031958052,0,1.3333333333333333,0.48429602924852116,Established,0.4772061681853294,1,0.4529070977318977
1129,0.65,France,Female,32,2,0.6204244520155574,1,1,0,0.48828203093395417,0,0.6666666666666666,0.5862354943165039,New,0.24748150340943567,0,0.48268812234335434
1130,0.638,France,Female,35,7,0.0,1,1,1,0.24550669588945742,1,1.0,0.29450223196315245,Loyal,0.24748150340943567,0,0.0
1131,0.44200000000000006,Germany,Female,34,1,0.405489974036869,1,0,1,0.9782938270604842,0,0.6666666666666666,0.6085946003657844,New,0.4772061681853294,0,0.34038597796075637
1132,0.29999999999999993,Spain,Male,37,9,0.5014873170218236,1,1,0,0.5584854353590768,0,0.6666666666666666,0.4533242507936334,Veteran,0.24638747853131726,1,0.4064561615336605
1133,0.5559999999999999,France,Male,37,0,0.0,2,1,1,0.8585637428374409,0,1.3333333333333333,0.4715212476124802,,0.24748150340943567,1,0.0
1134,0.41800000000000004,France,Male,34,4,0.0,2,1,1,0.33358385725836814,0,1.3333333333333333,0.2505279524194561,Established,0.24748150340943567,0,0.0
1135,0.838,France,Female,27,2,0.0,1,1,1,0.2893499829233692,0,1.0,0.37578332764112304,New,0.24748150340943567,0,0.0
1136,0.7659999999999999,Germany,Male,31,6,0.6289050267381471,2,0,0,0.8900011451093579,0,0.6666666666666666,0.761635390615835,Loyal,0.4772061681853294,0,0.48790802634765157
1137,0.7999999999999999,France,Male,22,5,0.0,2,0,1,0.5256205467622157,0,1.0,0.44187351558740523,Established,0.24748150340943567,0,0.0
1138,0.46599999999999986,France,Female,42,4,0.0,2,1,0,0.08714872270301813,0,1.0,0.18438290756767264,Established,0.24748150340943567,1,0.0
1139,0.236,Germany,Male,42,9,0.7239080217788826,2,1,0,0.8633665015008933,0,1.0,0.607758174426592,Veteran,0.4772061681853294,1,0.5445938191818731
1140,0.7539999999999999,Spain,Female,57,1,0.43714848526746464,1,0,1,0.0037093042385547815,0,0.6666666666666666,0.3982859298353398,New,0.24638747853131726,2,0.36266093179869635
1141,0.5359999999999999,France,Female,37,5,0.38522756390851765,1,1,0,0.49342122172667485,1,0.6666666666666666,0.47154959521173084,Established,0.24748150340943567,1,0.3258644322136695
1142,0.5339999999999999,France,Male,40,5,0.7573127400053147,2,1,1,0.535232814733807,0,1.3333333333333333,0.6088485182463739,Established,0.24748150340943567,1,0.5637857899535601
1143,0.886,Spain,Male,41,9,0.0,2,1,0,0.7607834548199353,0,1.0,0.5489278182733117,Veteran,0.24638747853131726,1,0.0
1144,0.5599999999999999,France,Male,43,9,0.0,2,1,1,0.17164869245012898,0,1.3333333333333333,0.2438828974833763,Veteran,0.24748150340943567,1,0.0
1145,0.83,Germany,Male,43,4,0.5937181905210998,1,0,1,0.869419479560298,1,0.6666666666666666,0.7643792233604659,Established,0.4772061681853294,1,0.4660697708366962
1146,0.392,France,Male,28,8,0.0,1,1,0,0.7962895956563851,0,0.6666666666666666,0.39609653188546173,Loyal,0.24748150340943567,0,0.0
1147,0.5279999999999999,Germany,Female,30,3,0.5234974885619895,2,1,0,0.27385145281374373,0,1.0,0.4417829804585778,Established,0.4772061681853294,0,0.4210086709762289
1148,0.4859999999999999,Germany,Female,29,5,0.4053990207737333,3,1,0,0.6729813197160328,0,1.3333333333333333,0.5214601134965887,Established,0.4772061681853294,0,0.34032126301588633
1149,0.5259999999999999,Spain,Male,34,3,0.0,1,1,1,0.208585619926703,0,1.0,0.24486187330890097,Established,0.24638747853131726,0,0.0
1150,0.61,France,Male,38,4,0.0,2,0,0,0.55263342649223,0,0.6666666666666666,0.38754447549741,Established,0.24748150340943567,1,0.0
1151,0.7000000000000001,France,Female,27,6,0.5498769241328223,1,0,0,0.04493034084755094,0,0.3333333333333333,0.4316024216601244,Loyal,0.24748150340943567,0,0.43817552399323184
1152,0.9520000000000001,Spain,Female,29,4,0.5178918261195213,1,0,1,0.9510355738973071,0,0.6666666666666666,0.8069758000056094,Established,0.24638747853131726,0,0.4173224156434382
1153,0.604,Germany,Male,45,2,0.6035177071296159,1,0,1,0.5766643214426977,0,0.6666666666666666,0.5947273428574379,New,0.4772061681853294,1,0.4721997828899865
1154,0.8099999999999999,Germany,Female,45,7,0.5406298629056921,1,0,0,0.7181082793406769,1,0.3333333333333333,0.6895793807487897,Loyal,0.4772061681853294,1,0.43219133469387844
1155,0.376,Spain,Male,39,2,0.4893361284655456,2,1,1,0.2923054151671485,0,1.3333333333333333,0.3858805145442313,New,0.24638747853131726,1,0.3983304693044596
1156,0.7579999999999999,France,Male,34,3,0.6070345134951007,1,1,0,0.06059133647263313,0,0.6666666666666666,0.47520861665591124,Established,0.24748150340943567,0,0.47439056349743114
1157,0.5299999999999999,France,Male,49,3,0.0,2,1,1,0.24932756078205467,0,1.3333333333333333,0.25977585359401817,Established,0.24748150340943567,1,0.0
1158,0.7000000000000001,Spain,Male,54,1,0.3165256060737649,1,0,1,0.6986865245630958,0,0.6666666666666666,0.5717373768789535,New,0.24638747853131726,2,0.2749961498780763
1159,0.16799999999999993,Germany,Female,58,9,0.5014029002771604,2,1,0,0.3044301730815293,1,1.0,0.3246110244528965,Veteran,0.4772061681853294,2,0.40639993787007195
1160,0.7579999999999999,Spain,Male,37,10,0.0,2,1,0,0.504302960932769,0,1.0,0.42076765364425633,Veteran,0.24638747853131726,1,0.0
1161,0.32599999999999996,France,Male,35,8,0.0,1,1,0,0.38318014370372366,1,0.6666666666666666,0.23639338123457454,Loyal,0.24748150340943567,0,0.0
1162,0.8099999999999999,France,Male,41,6,0.4177688638442804,1,1,0,0.6300701717013975,1,0.6666666666666666,0.6192796785152259,Loyal,0.24748150340943567,1,0.3490844133034905
1163,0.5299999999999999,France,Female,30,9,0.0,1,1,0,0.4367229070376221,0,0.6666666666666666,0.3222409690125407,Veteran,0.24748150340943567,0,0.0
1164,0.7939999999999999,Germany,Female,32,5,0.269013765708619,2,0,1,0.3868308923502194,0,1.0,0.4832815526862794,Established,0.4772061681853294,0,0.2382400363555418
1165,0.9999999999999999,France,Female,36,0,0.6570418292144035,1,1,1,0.31358424729561674,0,1.0,0.6568753588366734,,0.24748150340943567,0,0.5050339820693173
1166,0.7239999999999999,Germany,Female,49,5,0.6168895905106333,2,0,0,0.9813242164626721,0,0.6666666666666666,0.7740712689911017,Established,0.4772061681853294,1,0.480504297812692
1167,0.5439999999999999,Germany,Female,28,1,0.570449260893138,2,1,0,0.40860012131158524,0,1.0,0.5076831274015744,New,0.4772061681853294,0,0.45136173186125095
1168,0.396,France,Female,35,10,0.0,1,1,1,0.15645559150898908,0,1.0,0.18415186383632967,Veteran,0.24748150340943567,0,0.0
1169,0.5139999999999999,France,Female,27,2,0.0,2,1,0,0.317451716638939,0,1.0,0.2771505722129796,New,0.24748150340943567,0,0.0
1170,0.606,France,Female,38,8,0.40707117379809477,1,1,1,0.832626415822711,0,1.0,0.615232529873602,Loyal,0.24748150340943567,1,0.3415103623525607
1171,0.6980000000000001,Spain,Male,26,6,0.3185851673880818,1,0,0,0.7512260420870193,0,0.3333333333333333,0.5892704031583671,Loyal,0.24638747853131726,0,0.2765593188760831
1172,0.686,Germany,Male,40,0,0.4811185688978342,1,0,0,0.13668105304056535,1,0.3333333333333333,0.43459987397946653,,0.4772061681853294,1,0.39279759210657533
1173,0.594,Germany,Female,43,3,0.4891130498442615,2,1,1,0.4349855911239523,0,1.3333333333333333,0.506032880322738,Established,0.4772061681853294,1,0.39818067415379815
1174,0.256,Spain,Female,36,3,0.3681307418482142,2,1,0,0.22452704233254273,0,1.0,0.2828859280602523,Established,0.24638747853131726,0,0.31344538616016365
1175,0.7099999999999999,Spain,Female,40,5,0.811943805550692,1,1,0,0.8999214424977584,1,0.6666666666666666,0.8072884160161501,Established,0.24638747853131726,1,0.5944001947506506
1176,0.7379999999999999,Spain,Male,39,5,0.0,2,1,0,0.7288102013742312,0,1.0,0.4889367337914104,Established,0.24638747853131726,1,0.0
1177,0.7519999999999999,France,Male,34,9,0.0,2,0,0,0.07055688818282145,0,0.6666666666666666,0.27418562939427377,Veteran,0.24748150340943567,0,0.0
1178,0.5519999999999999,France,Male,21,1,0.0,2,1,0,0.3311348733804078,0,1.0,0.2943782911268026,New,0.24748150340943567,0,0.0
1179,0.404,France,Male,49,4,0.0,1,1,1,0.9515167698515208,1,1.0,0.4518389232838403,Established,0.24748150340943567,1,0.0
1180,0.914,Germany,Female,31,1,0.37250371256313675,2,0,0,0.863938056084356,0,0.6666666666666666,0.7168139228824977,New,0.4772061681853294,0,0.31663659936192423
1181,0.5419999999999999,France,Male,34,6,0.0,2,1,1,0.49563008267289527,0,1.3333333333333333,0.3458766942242984,Loyal,0.24748150340943567,0,0.0
1182,0.602,Germany,Female,24,7,0.16032286256144876,1,1,1,0.8917339105884611,0,1.0,0.5513522577166365,Loyal,0.4772061681853294,0,0.1486982961860741
1183,0.646,France,Female,43,5,0.6698724968372618,1,1,1,0.7349734899682919,1,1.0,0.6836153289351845,Established,0.24748150340943567,1,0.5127472743146708
1184,0.604,France,Male,36,1,0.0,2,1,1,0.7565892542737831,0,1.3333333333333333,0.45352975142459434,New,0.24748150340943567,0,0.0
1185,0.46799999999999986,Germany,Male,47,7,0.5202860252941743,1,1,0,0.464565666021105,0,0.6666666666666666,0.48428389710509306,Loyal,0.4772061681853294,1,0.41889849169121884
1186,0.8119999999999999,France,Male,37,3,0.5285954946887002,1,1,1,0.29484025724456686,0,1.0,0.5451452506444223,Established,0.24748150340943567,1,0.42434933647747797
1187,0.64,France,Female,35,3,0.412378667370485,2,1,1,0.8731607868551446,0,1.3333333333333333,0.6418464847418766,Established,0.24748150340943567,0,0.3452752811421745
1188,0.83,France,Female,50,9,0.5043792880208854,1,1,1,0.3978797975206632,1,1.0,0.5774196951805162,Veteran,0.24748150340943567,1,0.4083803799181568
1189,0.356,France,Male,30,2,0.5112144137884829,2,1,0,0.25382214001437137,0,1.0,0.37367885126761813,New,0.24748150340943567,0,0.4129135751351152
1190,0.7020000000000001,France,Male,40,5,0.6765401841042314,1,1,1,0.7677031656523197,1,1.0,0.7154144499188503,Established,0.24748150340943567,1,0.5167322556820655
1191,0.894,France,Female,29,1,0.0,2,1,1,0.6648825462831701,0,1.3333333333333333,0.5196275154277233,New,0.24748150340943567,0,0.0
1192,0.578,Germany,Male,27,3,0.601024144902817,1,0,1,0.42602743562010165,0,0.6666666666666666,0.5350171935076395,Established,0.4772061681853294,0,0.4706435150394074
1193,0.87,Spain,Female,61,4,0.5175636052071979,2,1,0,0.8510974798093217,1,1.0,0.7462203616721732,Established,0.24638747853131726,2,0.4171061575424526
1194,0.025999999999999912,Spain,Female,28,6,0.5823018820111385,3,1,0,0.5030658427879863,1,1.3333333333333333,0.3704559082663749,Loyal,0.24638747853131726,0,0.4588806741569566
1195,0.828,France,Female,24,7,0.0,2,1,0,0.930560918567723,0,1.0,0.5861869728559076,Loyal,0.24748150340943567,0,0.0
1196,0.652,France,Female,43,2,0.0,1,1,1,0.2755660665593564,0,1.0,0.3091886888531188,New,0.24748150340943567,1,0.0
1197,0.7359999999999999,Germany,Male,28,4,0.2616333189304072,1,1,0,0.14376077915440924,0,0.6666666666666666,0.38046469936160543,Established,0.4772061681853294,0,0.23240716637693054
1198,0.47999999999999987,Spain,Female,34,6,0.0,2,1,0,0.8551309650071581,0,1.0,0.445043655002386,Loyal,0.24638747853131726,0,0.0
1199,0.46799999999999986,France,Male,38,9,0.4168392035188471,1,1,0,0.8834200666163619,0,0.6666666666666666,0.5894197567117363,Veteran,0.24748150340943567,1,0.3484284775715144
1200,0.59,France,Male,41,7,0.0,1,0,1,0.1432935845373233,0,0.6666666666666666,0.24443119484577444,Loyal,0.24748150340943567,1,0.0
1201,0.844,Germany,Male,30,6,0.3977123939046328,2,0,0,0.9862264346245065,0,0.6666666666666666,0.7426462761763798,Loyal,0.4772061681853294,0,0.3348368958262328
1202,0.09799999999999998,Germany,Male,46,2,0.508793111976261,1,1,0,0.699982348314264,1,0.6666666666666666,0.4355918200968416,New,0.4772061681853294,1,0.41131006765351025
1203,0.358,France,Male,22,5,0.0,1,1,0,0.7558634349580384,0,0.6666666666666666,0.37128781165267943,Established,0.24748150340943567,0,0.0
1204,0.22599999999999998,France,Male,35,2,0.4035788395200618,1,1,1,0.5905666991197659,0,1.0,0.40671517954660924,New,0.24748150340943567,0,0.33902528875125604
1205,0.5599999999999999,France,Female,40,7,0.0,2,1,1,0.17222439742995455,0,1.3333333333333333,0.24407479914331817,Loyal,0.24748150340943567,1,0.0
1206,0.86,France,Male,76,10,0.48351854731138055,1,0,1,0.32433472396613877,0,0.6666666666666666,0.5559510904258397,Veteran,0.24748150340943567,2,0.39441666307124607
1207,0.46799999999999986,Spain,Male,32,5,0.0,2,1,0,0.05473142685126429,0,1.0,0.17424380895042138,Established,0.24638747853131726,0,0.0
1208,0.8039999999999999,Germany,Male,30,4,0.32492626787234613,1,1,1,0.18438895914559839,0,1.0,0.4377717423393148,Established,0.4772061681853294,0,0.2813568110010446
1209,0.6940000000000001,France,Female,47,6,0.5111743178276089,1,1,1,0.8402893476326988,0,1.0,0.6818212218201025,Loyal,0.24748150340943567,1,0.41288704250517455
1210,0.9999999999999999,France,Female,32,7,0.0,2,0,0,0.7761512224417432,0,0.6666666666666666,0.592050407480581,Loyal,0.24748150340943567,0,0.0
1211,0.7219999999999999,France,Male,51,7,0.0,3,1,0,0.1920093868964486,1,1.3333333333333333,0.3046697956321495,Loyal,0.24748150340943567,2,0.0
1212,0.20399999999999996,France,Female,32,5,0.0,2,0,1,0.37637499381190903,0,1.0,0.1934583312706363,Established,0.24748150340943567,0,0.0
1213,0.5199999999999999,Spain,Male,42,6,0.0,2,1,0,0.7915306411762323,1,1.0,0.4371768803920774,Loyal,0.24638747853131726,1,0.0
1214,0.6880000000000001,France,Female,22,4,0.0,2,1,1,0.05757619852695931,0,1.3333333333333333,0.24852539950898644,Established,0.24748150340943567,0,0.0
1215,0.45799999999999985,Spain,Male,33,6,0.0,1,1,0,0.4749526579788369,1,0.6666666666666666,0.3109842193262789,Loyal,0.24638747853131726,0,0.0
1216,0.7899999999999999,Spain,Female,54,8,0.0,1,1,0,0.8695865955198722,1,0.6666666666666666,0.5531955318399574,Loyal,0.24638747853131726,2,0.0
1217,0.44400000000000006,France,Male,33,5,0.0,1,0,1,0.20565699024256817,0,0.6666666666666666,0.21655233008085606,Established,0.24748150340943567,0,0.0
1218,0.30999999999999994,Germany,Male,29,3,0.5800823752783452,2,1,1,0.2900695516421818,0,1.3333333333333333,0.39338397564017563,Established,0.4772061681853294,0,0.4574769819319454
1219,0.7119999999999999,France,Female,23,5,0.0,1,0,0,0.8206625232709723,1,0.3333333333333333,0.5108875077569907,Established,0.24748150340943567,0,0.0
1220,0.686,Germany,Male,44,5,0.4966222740077456,2,1,1,0.234955188220475,1,1.3333333333333333,0.47252582074274024,Established,0.4772061681853294,1,0.40321075162683284
1221,0.7499999999999999,Germany,Female,33,7,0.45908217157013836,2,1,1,0.8864238034732317,0,1.3333333333333333,0.6985019916811233,Loyal,0.4772061681853294,0,0.3778075884277318
1222,0.882,France,Male,37,2,0.6528128213331557,2,1,0,0.3791409579614853,0,1.0,0.6379845930982136,New,0.24748150340943567,1,0.5024785766941193
1223,0.372,France,Male,46,1,0.26199246873501514,1,1,0,0.3054439198943499,0,0.6666666666666666,0.313145462876455,New,0.24748150340943567,1,0.2326917963793564
1224,0.6980000000000001,Spain,Male,47,1,0.0,2,0,1,0.15054367692114595,0,1.0,0.2828478923070487,New,0.24638747853131726,1,0.0
1225,0.29999999999999993,Spain,Female,47,8,0.5121047752894413,1,1,0,0.8961632835935831,0,0.6666666666666666,0.5694226862943413,Loyal,0.24638747853131726,1,0.41350257118284645
1226,0.7139999999999999,Spain,Female,53,6,0.4370837179350389,1,1,1,0.2605192295864255,0,1.0,0.47053431584048805,Loyal,0.24638747853131726,2,0.3626158642273536
1227,0.362,Germany,Female,42,6,0.35203261212550485,2,1,0,0.3762217791799117,0,1.0,0.36341813043513876,Loyal,0.4772061681853294,1,0.30160909872446034
1228,0.41400000000000003,France,Female,28,7,0.5836841563839725,2,1,0,0.9216188145967938,0,1.0,0.6397676569935888,Loyal,0.24748150340943567,0,0.45975387728792483
1229,0.618,France,Female,38,3,0.0,2,1,0,0.7927833108061819,0,1.0,0.4702611036020607,Established,0.24748150340943567,1,0.0
1230,0.45000000000000007,Spain,Female,31,6,0.0,2,1,1,0.47841988909940897,0,1.3333333333333333,0.3094732963664697,Loyal,0.24638747853131726,0,0.0
1231,0.85,Germany,Male,36,2,0.43822194899929295,2,0,1,0.35838902615199747,0,1.0,0.5488703250504301,New,0.4772061681853294,0,0.363407593007219
1232,0.844,Spain,Male,30,4,0.3134860452704124,1,1,0,0.00889534950587781,0,0.6666666666666666,0.3887937982587634,Established,0.24638747853131726,0,0.2726847060066351
1233,0.47399999999999987,Germany,Male,46,9,0.42985907146602836,1,1,0,0.697163679131357,1,0.6666666666666666,0.5336742501991284,Veteran,0.4772061681853294,1,0.35757588799294765
1234,0.634,Germany,Female,39,4,0.3338620473356334,2,1,0,0.5917913160706847,0,1.0,0.5198844544687727,Established,0.4772061681853294,1,0.2880785293540815
1235,0.842,France,Female,66,7,0.5730337365262527,1,1,1,0.6541439707492065,0,1.0,0.6897259024251531,Loyal,0.24748150340943567,2,0.45300607109742486
1236,0.346,Germany,Male,63,6,0.4632449374166221,1,1,1,0.5970222656263673,0,1.0,0.4687557343476631,Loyal,0.4772061681853294,2,0.3806565293620032
1237,0.624,Germany,Male,33,0,0.4124045743034553,1,1,1,0.8135347925726907,0,1.0,0.616646455625382,,0.4772061681853294,0,0.34529362374106054
1238,0.7339999999999999,France,Male,42,5,0.0,2,1,0,0.8633505999822982,0,1.0,0.5324501999940994,Established,0.24748150340943567,1,0.0
1239,0.7919999999999999,France,Male,24,3,0.5480007839039349,2,0,1,0.8507337950774299,0,1.0,0.7302448596604548,Established,0.24748150340943567,0,0.43696428156529793
1240,0.43800000000000006,France,Male,28,7,0.0,2,1,0,0.3698635719711232,0,1.0,0.26928785732370775,Loyal,0.24748150340943567,0,0.0
1241,0.45799999999999985,France,Male,36,9,0.5174594593366574,1,1,1,0.30450177991998234,0,1.0,0.4266537464188798,Veteran,0.24748150340943567,0,0.41703752816576145
1242,0.33799999999999997,France,Female,21,1,0.5832231325475615,2,1,1,0.9743715024784866,0,1.3333333333333333,0.6318648783420161,New,0.24748150340943567,0,0.45946272645993624
1243,0.6920000000000001,Germany,Male,30,4,0.4544781508699409,1,1,1,0.9686174029619827,0,1.0,0.7050318512773078,Established,0.4772061681853294,0,0.3746471770939465
1244,0.686,Germany,Male,25,6,0.5842240170102532,1,0,1,0.07311583256200967,0,0.6666666666666666,0.44777994985742103,Loyal,0.4772061681853294,0,0.4600947082728888
1245,0.47399999999999987,Germany,Female,38,0,0.5265979505862322,2,0,0,0.1586088471449023,0,0.6666666666666666,0.3864022659103781,,0.4772061681853294,1,0.42304169791194374
1246,0.5519999999999999,France,Female,44,10,0.3250480304573064,1,1,0,0.10026982576836087,1,0.6666666666666666,0.32577261874188906,Veteran,0.24748150340943567,1,0.2814487081829325
1247,0.632,France,Female,66,7,0.0,2,1,1,0.49895385009268384,0,1.3333333333333333,0.3769846166975613,Loyal,0.24748150340943567,2,0.0
1248,0.32399999999999995,France,Male,24,6,0.0,2,1,0,0.18823162612029445,0,1.0,0.17074387537343147,Loyal,0.24748150340943567,0,0.0
1249,0.678,Spain,Female,28,3,0.0,2,1,1,0.9622790976538258,0,1.3333333333333333,0.546759699217942,Established,0.24638747853131726,0,0.0
1250,0.906,France,Female,26,4,0.0,2,1,1,0.9060709797785688,0,1.3333333333333333,0.6040236599261896,Established,0.24748150340943567,0,0.0
