,RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementScore,FinancialHealthScore,CustomerTenureGroup,AvgBalanceByGeography,ClusterLabel,LogBalance
2377,2378,0.398,France,Male,50,9,0.3776384268210252,2,0,1,0.0679894929965811,0,1.0,0.2812093066058688,Veteran,0.2474815034094356,1,0.3203707483361432
2378,2379,0.5439999999999999,France,Female,38,4,0.3931506214335869,1,1,1,0.5522847931977504,0,1.0,0.496478471543779,Established,0.2474815034094356,1,0.3315678163274774
2379,2380,0.5479999999999999,France,Male,26,9,0.2976583042142728,2,0,0,0.1561137588639715,0,0.6666666666666666,0.3339240210260814,Veteran,0.2474815034094356,0,0.2605613357172046
2380,2381,0.982,France,Male,34,4,0.0,2,1,0,0.7079230066471348,0,1.0,0.5633076688823783,Established,0.2474815034094356,0,0.0
2381,2382,0.5279999999999999,Spain,Female,41,7,0.7170873640369284,1,0,0,0.0732808483210146,1,0.3333333333333333,0.439456070785981,Loyal,0.2463874785313172,1,0.5406294624129415
2382,2383,0.652,France,Male,30,1,0.5109932482945566,1,1,1,0.2769694005777551,0,1.0,0.4799875496241039,New,0.2474815034094356,0,0.4127672149116958
2383,2384,0.6940000000000001,France,Male,42,9,0.5290564786682913,2,0,0,0.8733637562387208,0,0.6666666666666666,0.6988067449690041,Veteran,0.2474815034094356,1,0.4246508645696877
2384,2385,0.7639999999999999,France,Female,40,10,0.0,2,1,0,0.7709611267876081,0,1.0,0.5116537089292027,Veteran,0.2474815034094356,1,0.0
2385,2386,0.5459999999999999,France,Male,27,4,0.4803137799893176,1,0,0,0.7108621873388908,0,0.3333333333333333,0.5790586557760694,Established,0.2474815034094356,0,0.3922540788106321
2386,2387,0.382,France,Male,46,4,0.4964052536230946,2,1,0,0.4724825220808586,0,1.0,0.450295925234651,Established,0.2474815034094356,1,0.4030657343271068
2387,2388,0.846,Spain,Female,39,4,0.0,2,0,1,0.9104362966663316,0,1.0,0.5854787655554439,Established,0.2463874785313172,1,0.0
2388,2389,0.824,Germany,Male,34,4,0.3539905784057583,2,1,0,0.3427861360759952,1,1.0,0.5069255714939178,Established,0.4772061681853294,0,0.3030562161244841
2389,2390,0.61,Spain,Female,35,1,0.3277486488637677,2,1,0,0.4439745995742593,0,1.0,0.460574416146009,New,0.2463874785313172,0,0.2834847627064232
2390,2391,0.5039999999999999,Germany,Male,32,7,0.7362186774717975,2,1,0,0.5689063805593434,0,1.0,0.6030416860103802,Loyal,0.4772061681853294,0,0.5517095745906697
2391,2392,1.0,France,Male,31,3,0.0,2,1,0,0.6093346414582592,0,1.0,0.5364448804860863,Established,0.2474815034094356,0,0.0
2392,2393,0.598,Spain,Male,51,4,0.0,1,1,1,0.7519667628258498,0,1.0,0.4499889209419499,Established,0.2463874785313172,2,0.0
2393,2394,1.0,Germany,Male,28,4,0.5897700935068897,1,1,0,0.3035146856524798,1,0.6666666666666666,0.6310949263864565,Established,0.4772061681853294,0,0.4635894104985493
2394,2395,0.386,France,Male,43,9,0.0,2,1,1,0.3942701027948169,0,1.3333333333333333,0.260090034264939,Veteran,0.2474815034094356,1,0.0
2395,2396,0.644,France,Male,52,8,0.6776011726514141,1,0,0,0.2820061315855664,1,0.3333333333333333,0.5345357680789935,Loyal,0.2474815034094356,2,0.517364899610702
2396,2397,0.4999999999999999,France,Female,27,3,0.0,2,0,1,0.6284969714607744,0,1.0,0.3761656571535914,Established,0.2474815034094356,0,0.0
2397,2398,0.642,Spain,Female,34,10,0.0,1,1,0,0.1161300904236354,0,0.6666666666666666,0.2527100301412118,Veteran,0.2463874785313172,0,0.0
2398,2399,0.7119999999999999,Spain,Female,42,8,0.3801815310750274,1,1,1,0.378639510073212,0,1.0,0.4902736803827465,Loyal,0.2463874785313172,1,0.3222150347751923
2399,2400,0.382,Germany,Male,51,7,0.3601991549636747,2,1,0,0.8993369366774526,0,1.0,0.5471786972137092,Loyal,0.4772061681853294,2,0.3076311265003307
2400,2401,0.7219999999999999,Germany,Male,34,4,0.5319600878587797,2,1,1,0.2148458177755975,0,1.3333333333333333,0.4896019685447923,Established,0.4772061681853294,0,0.4265480186675306
2401,2402,0.5599999999999999,Spain,Male,30,3,0.0,2,0,1,0.0523805523427487,0,1.0,0.2041268507809162,Established,0.2463874785313172,0,0.0
2402,2403,0.362,France,Male,31,3,0.383774384252985,1,1,0,0.2839428665437549,0,0.6666666666666666,0.3432390835989133,Established,0.2474815034094356,0,0.3248148267484887
2403,2404,0.582,France,Female,26,4,0.3648805776082233,2,0,1,0.1407422408840044,0,1.0,0.3625409394974093,Established,0.2474815034094356,0,0.3110669358778387
2404,2405,0.5619999999999999,Germany,Male,37,8,0.5511904853480551,2,0,0,0.7621294333608859,1,0.6666666666666666,0.6251066395696471,Loyal,0.4772061681853294,1,0.439022691191067
2405,2406,0.67,France,Male,35,9,0.0,1,1,0,0.8351910107415257,0,0.6666666666666666,0.501730336913842,Veteran,0.2474815034094356,0,0.0
2406,2407,0.7040000000000001,Spain,Male,32,8,0.2856448209709369,1,1,1,0.630413204461026,0,1.0,0.5400193418106544,Loyal,0.2463874785313172,0,0.2512603986876181
2407,2408,0.7159999999999999,Germany,Female,43,0,0.4742755913367057,1,1,0,0.9075276188876036,1,0.6666666666666666,0.6992677367414365,,0.4772061681853294,1,0.3881667446331481
2408,2409,0.606,Spain,Male,55,7,0.0,2,1,1,0.2097972856407786,0,1.3333333333333333,0.2719324285469262,Loyal,0.2463874785313172,2,0.0
2409,2410,0.608,Germany,Male,37,2,0.5803554343518519,2,0,0,0.931534011498098,0,0.6666666666666666,0.7066298152833167,New,0.4772061681853294,1,0.4576497801900565
2410,2411,0.4919999999999999,France,Female,33,1,0.5506730242545889,1,1,0,0.4270455828531624,0,0.6666666666666666,0.4899062023692503,New,0.2474815034094356,0,0.4386890458861304
2411,2412,0.398,Germany,Female,31,9,0.5381476200157602,2,1,1,0.1166691419030517,0,1.3333333333333333,0.350938920639604,Veteran,0.4772061681853294,0,0.4305788482822791
2412,2413,0.8079999999999999,France,Male,38,2,0.0,2,1,0,0.903519986158678,0,1.0,0.5705066620528927,New,0.2474815034094356,1,0.0
2413,2414,0.93,Germany,Female,25,8,0.5387114345908334,1,1,1,0.6803623246019994,0,1.0,0.7163579197309443,Loyal,0.4772061681853294,0,0.4309453353857683
2414,2415,0.412,France,Female,52,9,0.0,1,1,0,0.8757717362008072,1,0.6666666666666666,0.429257245400269,Veteran,0.2474815034094356,2,0.0
2415,2416,0.7119999999999999,France,Male,32,6,0.3765930222904447,1,1,1,0.7347609696726036,0,1.0,0.6077846639876827,Loyal,0.2474815034094356,0,0.3196116221696615
2416,2417,1.0,France,Male,46,9,0.4688771843579997,1,1,0,0.4445879581500033,0,0.6666666666666666,0.6378217141693343,Veteran,0.2474815034094356,1,0.3844982887667688
2417,2418,0.7639999999999999,Spain,Female,33,8,0.4439234670937511,1,1,1,0.2254567311178217,0,1.0,0.4777933994038576,Loyal,0.2463874785313172,0,0.3673640384384554
2418,2419,0.5279999999999999,France,Male,40,6,0.0,1,1,1,0.1016507576473553,1,1.0,0.2098835858824517,Loyal,0.2474815034094356,1,0.0
2419,2420,0.4599999999999998,Spain,Female,57,0,0.5453249564394851,1,0,1,0.5426376218928908,0,0.6666666666666666,0.5159875261107919,,0.2463874785313172,2,0.4352342160264665
2420,2421,0.4859999999999999,France,Female,46,7,0.3935961011102157,1,1,0,0.7278135061898411,0,0.6666666666666666,0.5358032024333522,Loyal,0.2474815034094356,1,0.331887529401378
2422,2423,0.7919999999999999,France,Female,29,4,0.420886703442023,1,1,1,0.2154935296320798,0,1.0,0.4761267443580343,Established,0.2474815034094356,0,0.3512811157759112
2423,2424,0.624,France,Female,29,10,0.0,2,1,0,0.6875493109591966,0,1.0,0.4371831036530655,Veteran,0.2474815034094356,0,0.0
2424,2425,0.446,France,Male,31,2,0.0,2,1,1,0.4597729583175193,0,1.3333333333333333,0.3019243194391731,New,0.2474815034094356,0,0.0
2425,2426,0.668,Spain,Female,39,4,0.5568950325608298,1,1,1,0.6030602422531351,0,1.0,0.6093184249379884,Established,0.2463874785313172,1,0.4426934741122362
2426,2427,0.886,France,Female,41,3,0.5651954544572261,1,1,0,0.5145970940224791,0,0.6666666666666666,0.6552641828265684,Established,0.2474815034094356,1,0.448010707220863
2427,2428,0.896,Germany,Female,49,5,0.5283885182226777,1,1,1,0.1583888761376711,1,1.0,0.527592464786783,Established,0.4772061681853294,1,0.4242139242767831
2428,2429,0.348,France,Male,40,2,0.7194829582002797,1,1,0,0.9000401538346912,0,0.6666666666666666,0.6558410373449903,New,0.2474815034094356,1,0.5420236399369005
2429,2430,0.932,France,Male,31,8,0.0,2,1,1,0.1419926602990585,0,1.3333333333333333,0.3579975534330195,Loyal,0.2474815034094356,0,0.0
2430,2431,0.7839999999999999,Germany,Female,41,4,0.369894087276631,1,0,1,0.3686970605692843,1,0.6666666666666666,0.5075303826153051,Established,0.4772061681853294,1,0.3147334282943693
2432,2433,0.374,Germany,Male,39,3,0.5393000799647378,1,1,0,0.1586015464476857,1,0.6666666666666666,0.3573005421374746,Established,0.4772061681853294,1,0.4313278195826578
2434,2435,0.848,France,Female,52,2,0.2255135939855102,1,1,0,0.5663275842842991,1,0.6666666666666666,0.5466137260899364,New,0.2474815034094356,2,0.2033600165279432
2435,2436,0.5159999999999999,Germany,Male,42,8,0.523681746640638,2,1,0,0.3558665352541167,0,1.0,0.465182760631585,Loyal,0.4772061681853294,1,0.4211296077932985
2436,2437,0.7079999999999999,Spain,Male,37,4,0.0,2,0,0,0.1283790101954736,0,0.6666666666666666,0.2787930033984911,Established,0.2463874785313172,1,0.0
2437,2438,0.4619999999999998,France,Male,41,8,0.0,2,0,0,0.1486419953105521,0,0.6666666666666666,0.203547331770184,Loyal,0.2474815034094356,1,0.0
2438,2439,0.5559999999999999,Germany,Female,61,1,0.3880526153068762,1,1,1,0.7496255892437728,1,1.0,0.564559401516883,New,0.4772061681853294,2,0.327901768647761
2439,2440,0.432,France,Female,42,6,0.0,1,1,0,0.9035389879733514,1,0.6666666666666666,0.4451796626577838,Loyal,0.2474815034094356,1,0.0
2440,2441,0.7020000000000001,Spain,Male,59,7,0.0,2,0,1,0.1379432235778516,0,1.0,0.2799810745259505,Loyal,0.2463874785313172,2,0.0
2441,2442,0.7699999999999999,Spain,Male,29,10,0.0,2,1,1,0.4751138233701318,0,1.3333333333333333,0.4150379411233773,Veteran,0.2463874785313172,0,0.0
2442,2443,0.66,France,Female,34,1,0.0,2,1,0,0.8351972113336823,0,1.0,0.4983990704445607,New,0.2474815034094356,0,0.0
2443,2444,0.42,France,Male,57,0,0.0,2,0,1,0.5839064130624475,0,1.0,0.3346354710208158,,0.2474815034094356,2,0.0
2444,2445,0.626,Germany,Female,29,4,0.4093879311715765,2,0,0,0.1058062544973044,0,0.6666666666666666,0.380398061889627,Established,0.4772061681853294,0,0.3431555187774679
2445,2446,0.63,France,Female,34,5,0.2702958798929079,1,1,1,0.148164149676294,0,1.0,0.3494866765230673,Established,0.2474815034094356,0,0.2392498496293659
2446,2447,0.816,France,Male,51,8,0.3256719092600506,1,1,1,0.5825980881174152,0,1.0,0.5747566657924886,Loyal,0.2474815034094356,2,0.2819194322340978
2447,2448,0.5419999999999999,France,Male,26,2,0.2998729085582118,1,0,1,0.2210652117277199,0,0.6666666666666666,0.3543127067619773,New,0.2474815034094356,0,0.2622664970408826
2448,2449,0.828,Germany,Male,28,10,0.4943169555415906,1,1,0,0.8309628569528389,0,0.6666666666666666,0.7177599374981432,Veteran,0.4772061681853294,0,0.4016692165131161
2449,2450,0.374,Germany,Female,46,5,0.4014677831943639,1,0,1,0.7042981604743253,1,0.6666666666666666,0.4932553145562298,Established,0.4772061681853294,1,0.3375201039837964
2450,2451,0.4779999999999998,France,Female,46,10,0.4274199536552869,2,1,0,0.1850811752522365,0,1.0,0.3635003763025078,Veteran,0.2474815034094356,1,0.3558685864786228
2451,2452,0.41,France,Male,24,5,0.0,2,1,0,0.1375225834067153,0,1.0,0.1825075278022384,Established,0.2474815034094356,0,0.0
2452,2453,0.7679999999999999,France,Female,29,0,0.5579741958179116,1,1,0,0.0886741683830805,0,0.6666666666666666,0.471549454733664,,0.2474815034094356,0,0.4433863849352188
2453,2454,0.866,Spain,Female,59,9,0.5030921917341021,1,1,1,0.0220623569550892,0,1.0,0.463718182896397,Veteran,0.2463874785313172,2,0.4075244473688197
2454,2455,0.656,Germany,Female,51,1,0.5809172560859273,1,0,0,0.5485866900288977,1,0.3333333333333333,0.595167982038275,New,0.4772061681853294,2,0.4580052204161968
2455,2456,0.622,France,Male,47,5,0.0,1,0,1,0.5362098580414429,1,0.6666666666666666,0.386069952680481,Established,0.2474815034094356,1,0.0
2456,2457,0.5139999999999999,Spain,Female,25,4,0.4829326919148727,1,0,1,0.5764383498624118,0,0.6666666666666666,0.5244570139257615,Established,0.2463874785313172,0,0.3940216756894359
2457,2458,0.374,Spain,Female,38,1,0.0,2,0,1,0.206131635571197,0,1.0,0.1933772118570657,New,0.2463874785313172,1,0.0
2460,2461,0.62,Germany,Male,41,1,0.5177449138811699,1,1,0,0.1300825228809351,1,0.6666666666666666,0.4226091455873684,New,0.4772061681853294,1,0.4172256239314852
2461,2462,0.574,France,Male,40,8,0.5000867483686305,1,1,1,0.8727062934510246,0,1.0,0.648931013939885,Loyal,0.2474815034094356,1,0.4055229386816982
2463,2464,0.5579999999999999,France,Male,32,2,0.0,2,0,1,0.3898065265232829,0,1.0,0.3159355088410943,New,0.2474815034094356,0,0.0
2464,2465,0.4659999999999998,Germany,Male,40,4,0.4266325821770904,1,1,1,0.0281229357403632,0,1.0,0.3069185059724845,Established,0.4772061681853294,1,0.3553168296428347
2465,2466,0.826,Spain,Female,32,10,0.3792526678859931,1,0,1,0.4065314237509682,0,0.6666666666666666,0.537261363878987,Veteran,0.2463874785313172,0,0.321541807470503
2466,2467,0.3319999999999999,Germany,Male,32,3,0.5785858712595222,2,0,0,0.5571025532938395,0,0.6666666666666666,0.4892294748511205,Established,0.4772061681853294,0,0.4565294280807717
2467,2468,0.5339999999999999,France,Female,27,4,0.0,2,0,0,0.9513790066951392,0,0.6666666666666666,0.4951263355650463,Established,0.2474815034094356,0,0.0
2468,2469,0.7000000000000001,France,Male,38,9,0.2629060667620069,1,1,1,0.5047427029281296,0,1.0,0.4892162565633788,Veteran,0.2474815034094356,1,0.2334154674924872
2469,2470,0.7539999999999999,Germany,Male,36,6,0.559664722836272,1,1,1,0.5651647232310685,1,1.0,0.6262764820224468,Loyal,0.4772061681853294,0,0.4444708769037622
2470,2471,0.678,Spain,Female,31,3,0.5571968682583436,1,0,1,0.603317566827632,0,0.6666666666666666,0.6128381450286585,Established,0.2463874785313172,0,0.4428873256157064
2471,2472,0.5519999999999999,Germany,Male,49,9,0.6846917009212785,2,1,0,0.935992637296862,0,1.0,0.7242281127393801,Veteran,0.4772061681853294,1,0.5215825802515582
2472,2473,0.672,France,Male,38,6,0.5948190757450565,1,1,1,0.4891149604787256,0,1.0,0.5853113454079274,Loyal,0.2474815034094356,1,0.4667602976681359
2474,2475,0.7779999999999999,France,Female,37,8,0.0,2,1,0,0.9578190717213494,1,1.0,0.5786063572404497,Loyal,0.2474815034094356,1,0.0
2475,2476,0.5539999999999999,France,Male,32,10,0.0,2,1,0,0.5164295190190663,0,1.0,0.3568098396730221,Veteran,0.2474815034094356,0,0.0
2476,2477,0.2019999999999999,Germany,Female,38,9,0.245049573713375,1,1,1,0.8377154018208739,0,1.0,0.4282549918447496,Veteran,0.4772061681853294,1,0.2191753473676204
2477,2478,0.3239999999999999,France,Female,41,8,0.5785228576271745,1,1,0,0.3243196725287265,1,0.6666666666666666,0.408947510051967,Loyal,0.2474815034094356,1,0.4564895095111135
2478,2479,0.848,France,Female,41,5,0.5048678130630648,1,1,0,0.5121213075848743,0,0.6666666666666666,0.6216630402159797,Established,0.2474815034094356,1,0.4087050624916118
2479,2480,0.604,France,Female,40,8,0.3363548921396732,2,0,1,0.5393746102752812,0,1.0,0.4932431674716515,Loyal,0.2474815034094356,1,0.2899456776680694
2480,2481,0.576,Germany,Male,37,2,0.3576307017721817,2,1,1,0.1864343044760774,0,1.3333333333333333,0.373355002082753,New,0.4772061681853294,1,0.3057410494230228
2481,2482,0.25,France,Female,57,1,0.0,2,1,0,0.4462296649330011,0,1.0,0.232076554977667,New,0.2474815034094356,2,0.0
2482,2483,0.434,Spain,Male,40,4,0.4728166722990997,1,0,0,0.4598541660728599,0,0.3333333333333333,0.4555569461239865,Established,0.2463874785313172,1,0.3871766710105591
2483,2484,0.7999999999999999,France,Male,37,3,0.0,2,1,0,0.0843011507598975,0,1.0,0.2947670502532991,Established,0.2474815034094356,1,0.0
2484,2485,1.0,France,Male,39,6,0.3860656332616961,1,1,1,0.6084061527875911,0,1.0,0.6648239286830957,Loyal,0.2474815034094356,1,0.3264692540921932
2485,2486,0.8059999999999999,France,Female,38,6,0.5670168712723163,1,0,1,0.1686103522886435,0,0.6666666666666666,0.5138757411869865,Loyal,0.2474815034094356,1,0.44917372992238
2486,2487,0.666,Spain,Female,36,7,0.0,2,1,0,0.5239250848456027,0,1.0,0.3966416949485342,Loyal,0.2463874785313172,0,0.0
2487,2488,0.7199999999999999,France,Female,32,3,0.0,1,1,0,0.4739390611803427,0,0.6666666666666666,0.3979796870601141,Established,0.2474815034094356,0,0.0
2488,2489,0.59,Spain,Female,21,1,0.0,2,0,0,0.1435861624785167,0,0.6666666666666666,0.2445287208261722,New,0.2463874785313172,0,0.0
2489,2490,0.7279999999999999,France,Male,28,6,0.4891403119091102,1,1,1,0.3352604673746343,0,1.0,0.5174669264279147,Loyal,0.2474815034094356,0,0.3981989815719645
2490,2491,0.6920000000000001,Germany,Female,35,4,0.6971047886414761,1,1,0,0.3453743332488252,0,0.6666666666666666,0.5781597072967671,Established,0.4772061681853294,0,0.5289237336924512
2491,2492,0.5239999999999999,Spain,Female,26,4,0.0,2,1,1,0.8989316479723812,0,1.3333333333333333,0.4743105493241271,Established,0.2463874785313172,0,0.0
2492,2493,0.3399999999999999,Germany,Female,31,3,0.4340972464158655,1,1,1,0.9178917086581768,1,1.0,0.5639963183580141,Established,0.4772061681853294,0,0.3605355546729947
2493,2494,0.864,Spain,Male,23,10,0.3908067215657162,1,1,1,0.7129467864181029,0,1.0,0.6559178359946064,Veteran,0.2463874785313172,0,0.3298839540171674
2494,2495,0.632,France,Male,46,5,0.4937191430990966,1,1,1,0.8892473231193578,0,1.0,0.6716554887394848,Established,0.2474815034094356,1,0.401269079144801
2495,2496,0.2319999999999999,Germany,Female,56,2,0.446078047066839,3,1,0,0.98820702377077,1,1.3333333333333333,0.5554283569458697,New,0.4772061681853294,2,0.3688550967383992
2496,2497,0.434,France,Female,45,4,0.0,2,0,1,0.6052658528889509,0,1.0,0.3464219509629836,Established,0.2474815034094356,1,0.0
2497,2498,0.5259999999999999,France,Male,20,3,0.0,2,1,1,0.7480823918684233,0,1.3333333333333333,0.4246941306228077,Established,0.2474815034094356,0,0.0
2498,2499,0.7359999999999999,France,Male,37,8,0.0,2,1,1,0.0006562126683098,0,1.3333333333333333,0.2455520708894365,Loyal,0.2474815034094356,1,0.0
2500,2501,0.7219999999999999,France,Male,38,10,0.0,2,0,0,0.2665264532762879,0,0.6666666666666666,0.3295088177587625,Veteran,0.2474815034094356,1,0.0
2501,2502,0.682,Germany,Female,38,5,0.4573719951395406,1,1,0,0.5383186094272003,0,0.6666666666666666,0.5592302015222469,Established,0.4772061681853294,1,0.3766348104385319
2502,2503,0.354,France,Male,32,0,0.0,1,1,0,0.5476137971176247,0,0.6666666666666666,0.3005379323725415,,0.2474815034094356,0,0.0
2503,2504,0.252,France,Female,32,6,0.4458859371946594,1,0,0,0.5606599430245588,0,0.3333333333333333,0.4195152934064061,Loyal,0.2474815034094356,0,0.3687222390171359
2504,2505,0.5379999999999999,Spain,Female,45,0,0.0,2,0,0,0.5682233653313891,0,0.6666666666666666,0.3687411217771297,,0.2463874785313172,1,0.0
2505,2506,0.5139999999999999,Germany,Female,37,4,0.5417620357333132,1,0,0,0.904480477885638,0,0.3333333333333333,0.653414171206317,Established,0.4772061681853294,1,0.4329259413991682
2506,2507,0.6900000000000001,Spain,Male,44,8,0.0,2,1,1,0.354846637853915,0,1.3333333333333333,0.3482822126179717,Loyal,0.2463874785313172,1,0.0
2507,2508,0.606,France,Male,33,1,0.0,2,0,0,0.2668651856252272,0,0.6666666666666666,0.2909550618750757,New,0.2474815034094356,0,0.0
2508,2509,0.654,France,Male,46,2,0.2273342933778412,1,1,1,0.7926728502571996,0,1.0,0.5580023812116802,New,0.2474815034094356,1,0.2048445763623302
2510,2511,0.5499999999999999,France,Female,52,2,0.3167380030673012,1,1,1,0.423012647707856,0,1.0,0.429916883591719,New,0.2474815034094356,2,0.275157468322048
2511,2512,0.658,Germany,Female,34,7,0.4825220072420639,1,1,0,0.2848922072057882,0,0.6666666666666666,0.4751380714826174,Loyal,0.4772061681853294,0,0.3937446964622361
2512,2513,0.7679999999999999,France,Male,51,1,0.4724526599624573,1,1,1,0.5845601754967599,0,1.0,0.608337611819739,New,0.2474815034094356,2,0.3869294865955323
2513,2514,0.632,France,Male,39,10,0.0,2,1,0,0.5149879313474437,0,1.0,0.3823293104491479,Veteran,0.2474815034094356,1,0.0
2514,2515,0.4839999999999999,Germany,Female,26,4,0.4188237144411901,2,1,0,0.6640133632761929,0,1.0,0.5222790259057942,Established,0.4772061681853294,0,0.3498281582132174
2515,2516,0.428,France,Male,40,4,0.0,1,1,0,0.4272610034258271,1,0.6666666666666666,0.2850870011419424,Established,0.2474815034094356,1,0.0
2516,2517,0.928,France,Female,36,6,0.0,2,1,1,0.4932742576916095,0,1.3333333333333333,0.4737580858972032,Loyal,0.2474815034094356,0,0.0
2517,2518,0.4839999999999999,Germany,Male,36,2,0.4173114669784852,2,1,0,0.5397372449068886,0,1.0,0.4803495706284579,New,0.4772061681853294,0,0.348761743878719
2519,2520,0.5239999999999999,Spain,Female,62,0,0.665714952234192,2,1,1,0.9644944592208554,0,1.3333333333333333,0.7180698038183491,,0.2463874785313172,2,0.5102544320075484
2520,2521,0.2959999999999999,Germany,Male,61,7,0.4083461137547918,1,1,0,0.93626931371946,1,0.6666666666666666,0.546871809158084,Loyal,0.4772061681853294,2,0.3424160469553247
2521,2522,0.576,Germany,Male,25,4,0.5900620845698746,2,1,1,0.5736089796575573,0,1.3333333333333333,0.5798903547424773,Established,0.4772061681853294,0,0.463773062369122
2522,2523,0.416,France,Male,35,1,0.0,2,0,0,0.5584332803782761,0,0.6666666666666666,0.3248110934594254,New,0.2474815034094356,0,0.0
2523,2524,0.8119999999999999,France,Female,24,1,0.0,2,1,0,0.92094129989414,0,1.0,0.5776470999647133,New,0.2474815034094356,0,0.0
2524,2525,0.864,Spain,Male,52,4,0.0,1,1,1,0.2637663896902154,1,1.0,0.3759221298967385,Established,0.2463874785313172,2,0.0
2525,2526,0.3099999999999999,France,Male,34,10,0.4164989458468974,1,0,1,0.6322581806562526,0,0.6666666666666666,0.4529190421677166,Veteran,0.2474815034094356,0,0.3481882960925324
2526,2527,0.642,Spain,Female,29,6,0.0,2,0,0,0.0601911982594337,0,0.6666666666666666,0.2340637327531446,Loyal,0.2463874785313172,0,0.0
2527,2528,0.902,France,Male,42,6,0.0,2,1,1,0.4790094954068113,0,1.3333333333333333,0.4603364984689371,Loyal,0.2474815034094356,1,0.0
2528,2529,0.5079999999999999,France,Male,26,8,0.5960289295147684,2,0,1,0.9895942062466964,0,1.0,0.697874378587155,Loyal,0.2474815034094356,0,0.4675186251257245
2529,2530,0.7319999999999999,France,Female,29,10,0.3505263431857931,1,1,1,0.9126879617003424,0,1.0,0.6650714349620451,Veteran,0.2474815034094356,0,0.300494400306711
2530,2531,0.5479999999999999,France,Female,45,3,0.273575498322845,1,1,0,0.8400338732348939,1,0.6666666666666666,0.5538697905192462,Established,0.2474815034094356,1,0.2418282977970195
2531,2532,0.5139999999999999,Germany,Male,47,4,0.5931743840696436,1,1,1,0.39723308575969,0,1.0,0.5014691566097779,Established,0.4772061681853294,1,0.4657284939068932
2532,2533,0.954,France,Female,60,2,0.0,2,0,1,0.3030501912932685,0,1.0,0.4190167304310895,New,0.2474815034094356,2,0.0
2533,2534,0.5119999999999999,France,Male,61,5,0.4311156374287265,2,0,1,0.0431622719969757,0,1.0,0.3287593031419007,Established,0.2474815034094356,2,0.3584543061345625
2534,2535,0.7339999999999999,Germany,Female,35,5,0.4113810113102097,1,1,0,0.860887814786312,0,0.6666666666666666,0.6687562753655073,Established,0.4772061681853294,0,0.3445686656965905
2535,2536,0.602,Germany,Male,40,1,0.5371113426969493,2,0,0,0.8721956946888427,1,0.6666666666666666,0.6704356791285973,New,0.4772061681853294,1,0.4299049035052057
2536,2537,0.682,France,Male,58,3,0.0,1,0,1,0.974686682578186,1,0.6666666666666666,0.5522288941927287,Established,0.2474815034094356,2,0.0
2537,2538,0.446,France,Female,33,0,0.3592081549923318,1,1,0,0.6873912958687554,0,0.6666666666666666,0.4975331502870291,,0.2474815034094356,0,0.306902291204799
2538,2539,0.7459999999999999,Spain,Male,38,6,0.0,2,1,1,0.4720651822249025,0,1.3333333333333333,0.4060217274083008,Loyal,0.2463874785313172,1,0.0
2539,2540,0.4679999999999998,Germany,Female,46,6,0.3481932445161301,2,1,0,0.6018839299153068,1,1.0,0.4726923914771455,Loyal,0.4772061681853294,1,0.2987653586815309
2540,2541,0.4,Germany,Female,45,8,0.4434373733175888,1,0,0,0.488105814105247,1,0.3333333333333333,0.4438477291409453,Loyal,0.4772061681853294,1,0.367027333878394
2543,2544,1.0,Spain,Female,24,1,0.0,2,0,1,0.3452394203646448,0,1.0,0.4484131401215482,New,0.2463874785313172,0,0.0
2544,2545,0.636,Germany,Male,34,5,0.3198205693793843,2,0,0,0.2838740599727274,0,0.6666666666666666,0.4132315431173706,Established,0.4772061681853294,0,0.2774957950703034
2545,2546,0.672,France,Female,43,0,0.0,1,1,1,0.8503878120360494,0,1.0,0.5074626040120165,,0.2474815034094356,1,0.0
2547,2548,0.664,Spain,Female,59,0,0.4888892936570382,1,0,1,0.4240013921329486,0,0.6666666666666666,0.5256302285966623,,0.2463874785313172,2,0.3980304014798141
2548,2549,0.348,France,Male,50,4,0.0,2,1,1,0.1591602498038562,1,1.3333333333333333,0.1690534166012854,Established,0.2474815034094356,1,0.0
2549,2550,0.59,France,Female,36,8,0.0,2,1,1,0.0604309211529701,1,1.3333333333333333,0.21681030705099,Loyal,0.2474815034094356,0,0.0
2550,2551,1.0,France,Male,42,0,0.0,2,1,0,0.2207923856728317,0,1.0,0.4069307952242771,,0.2474815034094356,1,0.0
2551,2552,0.374,France,Female,53,3,0.0,1,1,1,0.4570188452997261,0,1.0,0.2770062817665753,Established,0.2474815034094356,2,0.0
2552,2553,0.4979999999999999,Spain,Female,46,7,0.3258009656430625,2,1,0,0.4163929155234325,0,1.0,0.4133979603888316,Loyal,0.2463874785313172,1,0.2820167791723488
2554,2555,0.8119999999999999,Spain,Male,30,2,0.5784334587800171,1,0,0,0.0377191021742576,0,0.3333333333333333,0.4760508536514249,New,0.2463874785313172,0,0.456432873410882
2555,2556,0.8099999999999999,France,Male,38,9,0.5935176310030899,1,1,0,0.4020612968538495,0,0.6666666666666666,0.6018596426189798,Veteran,0.2474815034094356,1,0.4659439191397994
2556,2557,0.568,Spain,Female,41,4,0.0,2,1,1,0.8227693744752623,0,1.3333333333333333,0.4635897914917541,Established,0.2463874785313172,1,0.0
